nohup: ignoring input
Generated base_lrs: ['0.100', '0.146', '0.213', '0.311', '0.453', '0.662', '0.965', '1.409', '2.056', '3.000']
=================================================================================
STARTING GRID SEARCH | Depths: [3, 6, 9] | LRs: [0.1, 0.14592328029610852, 0.21293603732376645, 0.3107232505953859, 0.4534175599114845, 0.6616417768614112, 0.9654893846056297, 1.408873780927246, 2.0558748363608466, 3.0] | Seeds: [42, 111, 1356]
=================================================================================

[Processing Depth 3] Saving to: depth-decoupled-var01ep20-depth:3-width:256-seeds_averaged.json
   -> LR: 0.1 Started across 3 seeds
   [Averaged | Ep 7/20] Train Loss: 1.9855, Train Acc: 0.2553 | Valid Loss: 1.9868, Valid Acc: 0.2537 | Test Loss: 1.9834, Test Acc: 0.2553
   [Averaged | Ep 8/20] Train Loss: 1.9721, Train Acc: 0.2606 | Valid Loss: 1.9792, Valid Acc: 0.2552 | Test Loss: 1.9743, Test Acc: 0.2571
   [Averaged | Ep 9/20] Train Loss: 1.9471, Train Acc: 0.2715 | Valid Loss: 1.9589, Valid Acc: 0.2623 | Test Loss: 1.9530, Test Acc: 0.2648
   [Averaged | Ep 10/20] Train Loss: 1.9358, Train Acc: 0.2771 | Valid Loss: 1.9424, Valid Acc: 0.2742 | Test Loss: 1.9365, Test Acc: 0.2724
   [Averaged | Ep 11/20] Train Loss: 1.9235, Train Acc: 0.2782 | Valid Loss: 1.9473, Valid Acc: 0.2622 | Test Loss: 1.9411, Test Acc: 0.2645
   [Averaged | Ep 12/20] Train Loss: 1.8795, Train Acc: 0.2968 | Valid Loss: 1.8921, Valid Acc: 0.2898 | Test Loss: 1.8851, Test Acc: 0.2903
   [Averaged | Ep 13/20] Train Loss: 1.8655, Train Acc: 0.3009 | Valid Loss: 1.8719, Valid Acc: 0.3016 | Test Loss: 1.8646, Test Acc: 0.2973
   [Averaged | Ep 14/20] Train Loss: 1.8635, Train Acc: 0.3026 | Valid Loss: 1.8702, Valid Acc: 0.2983 | Test Loss: 1.8667, Test Acc: 0.2973
   [Averaged | Ep 15/20] Train Loss: 1.8299, Train Acc: 0.3164 | Valid Loss: 1.8332, Valid Acc: 0.3115 | Test Loss: 1.8302, Test Acc: 0.3121
   [Averaged | Ep 16/20] Train Loss: 1.8297, Train Acc: 0.3136 | Valid Loss: 1.8243, Valid Acc: 0.3203 | Test Loss: 1.8215, Test Acc: 0.3181
   [Averaged | Ep 17/20] Train Loss: 1.7866, Train Acc: 0.3284 | Valid Loss: 1.7885, Valid Acc: 0.3301 | Test Loss: 1.7891, Test Acc: 0.3288
   [Averaged | Ep 18/20] Train Loss: 1.7823, Train Acc: 0.3340 | Valid Loss: 1.7672, Valid Acc: 0.3468 | Test Loss: 1.7663, Test Acc: 0.3375
   [Averaged | Ep 19/20] Train Loss: 1.7517, Train Acc: 0.3421 | Valid Loss: 1.7445, Valid Acc: 0.3481 | Test Loss: 1.7459, Test Acc: 0.3444
   [Averaged | Ep 20/20] Train Loss: 1.7370, Train Acc: 0.3478 | Valid Loss: 1.7367, Valid Acc: 0.3548 | Test Loss: 1.7397, Test Acc: 0.3491
   -----------------------------------------------------------------

   -> LR 0.1 Done (Averaged 3 seeds). Best Result (Ep 20): Test Acc 0.3491, Test Loss 1.7397, Valid Acc 0.3548, Valid Loss 1.7367, Train Acc 0.3478, Train Loss 1.7370
   -> LR: 0.14592328029610852 Started across 3 seeds
   [Seed 42 | Ep 1/20] Train Loss: 2.1597, Train Acc: 0.2031 | Valid Loss: 2.1537, Valid Acc: 0.1944 | Test Loss: 2.1519, Test Acc: 0.1972
   [Seed 42 | Ep 2/20] Train Loss: 2.0734, Train Acc: 0.2217 | Valid Loss: 2.0710, Valid Acc: 0.2155 | Test Loss: 2.0693, Test Acc: 0.2232
   [Seed 42 | Ep 3/20] Train Loss: 2.0501, Train Acc: 0.2287 | Valid Loss: 2.0491, Valid Acc: 0.2251 | Test Loss: 2.0467, Test Acc: 0.2310
   [Seed 42 | Ep 4/20] Train Loss: 2.0193, Train Acc: 0.2413 | Valid Loss: 2.0145, Valid Acc: 0.2365 | Test Loss: 2.0121, Test Acc: 0.2425
   [Seed 42 | Ep 5/20] Train Loss: 1.9865, Train Acc: 0.2552 | Valid Loss: 1.9935, Valid Acc: 0.2489 | Test Loss: 1.9896, Test Acc: 0.2495
   [Seed 42 | Ep 6/20] Train Loss: 1.9671, Train Acc: 0.2637 | Valid Loss: 1.9808, Valid Acc: 0.2520 | Test Loss: 1.9766, Test Acc: 0.2538
   [Seed 42 | Ep 7/20] Train Loss: 1.9444, Train Acc: 0.2752 | Valid Loss: 1.9506, Valid Acc: 0.2761 | Test Loss: 1.9445, Test Acc: 0.2745
   [Seed 42 | Ep 8/20] Train Loss: 1.9444, Train Acc: 0.2796 | Valid Loss: 1.9225, Valid Acc: 0.2902 | Test Loss: 1.9152, Test Acc: 0.2893
   [Seed 42 | Ep 9/20] Train Loss: 1.8715, Train Acc: 0.3034 | Valid Loss: 1.8940, Valid Acc: 0.2901 | Test Loss: 1.8881, Test Acc: 0.2912
   [Seed 42 | Ep 10/20] Train Loss: 1.8939, Train Acc: 0.2906 | Valid Loss: 1.9112, Valid Acc: 0.2888 | Test Loss: 1.9082, Test Acc: 0.2895
   [Seed 42 | Ep 11/20] Train Loss: 1.8332, Train Acc: 0.3143 | Valid Loss: 1.8195, Valid Acc: 0.3211 | Test Loss: 1.8164, Test Acc: 0.3182
   [Seed 42 | Ep 12/20] Train Loss: 1.8291, Train Acc: 0.3169 | Valid Loss: 1.8043, Valid Acc: 0.3288 | Test Loss: 1.8028, Test Acc: 0.3239
   [Seed 42 | Ep 13/20] Train Loss: 1.7592, Train Acc: 0.3454 | Valid Loss: 1.7423, Valid Acc: 0.3514 | Test Loss: 1.7442, Test Acc: 0.3468
   [Seed 42 | Ep 14/20] Train Loss: 1.7615, Train Acc: 0.3397 | Valid Loss: 1.7655, Valid Acc: 0.3381 | Test Loss: 1.7691, Test Acc: 0.3380
